userName,score,label,text_1,text_2
Pengguna Google,5,1,terimakasih telah mempermudah pelayanan sehingga tidak perlu antrian panjang di kantor,mempermudah pelayanan antrian kantor
Pengguna Google,5,1,mantap mudah dan menyenangkan,mantap mudah menyenangkan
Pengguna Google,5,1,sangat membantu dan cepat respon,membantu cepat respon
Pengguna Google,5,1,perubahan fasilitas sangat cepat terimakasih,perubahan fasilitas cepat
Pengguna Google,5,1,memudahkan dalam perbaikan data peserta bpjs tanpa perlu antri di kantor bpjs,memudahkan perbaikan data peserta bpjs antri kantor bpjs
Pengguna Google,5,1,mohon bantuan nomor hp saya tidak bisa digunakan untuk mendaftar saat sayaendaftar ada notif nomor hp sudah pernah digunakan peserta lain padahal ini benar nokor saya dan saya belum puny akun jkn mobile mohon soluainya trimakasih jawaban kami tinggu,mohon bantuan nomor hp mendaftar sayaendaftar notif nomor hp peserta nokor puny akun jkn mobile mohon soluainya trimakasih tinggu
reztu boker22,5,1,manfaat berguna sekali membantu,manfaat berguna membantu
Pengguna Google,5,1,semoga terus maju dan kembangkan aplikasinya dengan lebih baik lagi ya,semoga maju kembangkan aplikasinya
Pengguna Google,5,1,dengan ada ya jkn saya semakin mudah untuk daftar kontrol ke rs tidak ribed lagi seperti dulu teimakasih jkn,jkn mudah daftar kontrol rs ribed teimakasih jkn
Pengguna Google,5,1,emulator itu apa aplikasi tolol,emulator aplikasi tolol
Pengguna Google,5,1,sangat membantu bagi yang sudah merasakan sakit jadi jangan lupa bayar bpjs nya,membantu merasakan sakit lupa bayar bpjs
Pengguna Google,5,1,selalu gagal input nomor hp di data peserta jadi tidk bisa ganti faskes kalau harus ke kantor sama saja tidak perlu pakai jkn mobile enggak efektif,gagal input nomor hp data peserta tidk ganti faskes kantor pakai jkn mobile efektif
Pengguna Google,5,1,sangat membantu informasi seputar bpjs,membantu informasi seputar bpjs
Pengguna Google,5,1,kenapa daftar faskes dokter gigi tidak ditampil kan lagi di aplikasi,daftar faskes dokter gigi ditampil aplikasi
Pengguna Google,5,1,sejauh ini masih saja ya semoga semakin baik lagi kedepannya untuk aplikasi jknnya,semoga kedepannya aplikasi jknnya
Pengguna Google,5,1,perbaikan selalu biar update,perbaikan biar update
Pengguna Google,5,1,setelah diupdate kok tak bisa dibuka fiturnya terkunci semua tidak seperti kemarin kemarin mau lihat kartu digital saja enggak bisa tolong diperbaiki lagi terimakasih,diupdate dibuka fiturnya terkunci kemarin kemarin lihat kartu digital diperbaiki
Pengguna Google,5,1,sangat membantu dan lebih praktis sangat profesional,membantu praktis profesional
Pengguna Google,5,1,good lah tapi tingkatkan lagi pelayanan di lapangan,good tingkatkan pelayanan lapangan
Pengguna Google,5,1,trimakasih sangat membantu dan bisa memberikan bantuan kepada orang yang membutuhkan,trimakasih membantu bantuan orang membutuhkan
Pengguna Google,5,1,mempermudah jadi tidak harus dtng ke kntr terus pelayanannya,mempermudah dtng kntr pelayanannya
Pengguna Google,5,1,mudah di akses dan dapat di pahami selain itu dapat info terkini tentang faskes dan lain lain,mudah akses pahami info terkini faskes
Pengguna Google,5,1,akhirnya setelah update versi maret aplikasi jauh lebih smooth loading lebih cepat begitulah memang seharusnya apps dari pemerintah good job apps developer,update versi maret aplikasi smooth loading cepat apps pemerintah good job apps developer
Pengguna Google,5,1,sip lebih ditingkatkan lagi pelayanan ke peserta ya,sip ditingkatkan pelayanan peserta
Pengguna Google,5,1,tolong jangan buat ribett sudah daftar pakai banyak nomer tidak ada notip ada nomer masuk notipnya nomer ada tidak sesuai daftar antrian klinik pun pakai app jkn ini buat aplikasi itu harus mempermudahkan jangan mempersulit,ribett daftar pakai nomer notip nomer masuk notipnya nomer sesuai daftar antrian klinik pakai app jkn aplikasi mempermudahkan mempersulit
Pengguna Google,5,1,bagus pelayanan nya cepat,bagus pelayanan cepat
Pengguna Google,5,1,sangat membantu untuk kesehatan keluarga kasih mobile jkn,membantu kesehatan keluarga mobile jkn
Pengguna Google,5,1,terimakasih untuk bpjs kesehatan yang telah merawat saya dengan kali operasi batu ginjal prostat dan penyempitan saluran kemih dengan gratis tanpa dipungut kembali biaya apapun terimakasih lanjutkan pelayanannya,bpjs kesehatan merawat operasi batu ginjal prostat penyempitan saluran kemih gratis dipungut biaya apapun lanjutkan pelayanannya
Pengguna Google,5,1,program progam jkn semakin berkembang berbasis digital mantap,program progam jkn berkembang berbasis digital mantap
Pengguna Google,5,1,sangat berguna dan membantu peserta dalan pelayanan,berguna membantu peserta dalan pelayanan
Pengguna Google,5,1,sekarang sangat mudah jika ingin kontrol dokter dengan melalui mobile jkn,mudah kontrol dokter mobile jkn
Pengguna Google,5,1,lebih mudah tapi kantor bpjs tempat aku lagi aku masih ada bocil tertolong sekedar saran pelayan rumkit yang tercover pelayanan tingkatkan ya,mudah kantor bpjs bocil tertolong sekedar saran pelayan rumkit tercover pelayanan tingkatkan
Pengguna Google,5,1,cepat mudah dan aman,cepat mudah aman
Pengguna Google,5,1,error hari verifikasi sms enggak bisa,error verifikasi sms
Pengguna Google,5,1,bagus aplikasinya sangat membantu,bagus aplikasinya membantu
Pengguna Google,5,1,sudah bagus sekali di pertahankan ai saran saja kalau bisa menu room di bawah di kasih nama biar pesertanya tau jelas mana menu home menu artikel menu kartu dan profil supay tidak bingung buka kartu kis di hp dan bisa tau jelas terima kasih untuk aplikasinya sudah membantu sekali,bagus pertahankan ai saran menu room nama biar pesertanya tau menu home menu artikel menu kartu profil supay bingung buka kartu kis hp tau aplikasinya membantu
Pengguna Google,5,1,kenapa nomor saya bisa beda dengan yang terdaftar padahal nomor hp saya juga tidak pernah ganti,nomor beda terdaftar nomor hp ganti
Pengguna Google,5,1,ya allah penuh waktu untuk muluu,allah penuh terusu
Pengguna Google,5,1,bagus aplikasinya sangat membantu,bagus aplikasinya membantu
Pengguna Google,5,1,admin bantu jawab kenapa akun saya kalo mau verifikasi tidak bisa ya saat kirim kode otp verifikasi ke sms tidak ada sama sekali kode yang masuk ini bagaimana,admin bantu akun verifikasi kirim kode otp verifikasi sms kode masuk
Pengguna Google,5,1,sangat membantu dalam merubah perlu pergi kekantornya,membantu merubah pergi kekantornya
Pengguna Google,5,1,sangat membantu ok pokoknya,membantu ok pokoknya
Pengguna Google,5,1,aplikasi ini sangat membantu untuk memperoleh informasi terkait jkn dan memudahkan dalam melakukan register peserta baru apalagi dimasa pandemi seperti ini,aplikasi membantu memperoleh informasi terkait jkn memudahkan register peserta dimasa pandemi
Pengguna Google,5,1,proses perubahan data lebih cepat good,proses perubahan data cepat good
Pengguna Google,5,1,buat yang katanya aplikasi error lah enggak bisa dibuka lah coba pakai trik saya mandi dulu yang bersih jangan lupa pakai baju dan silakan diakses lagi selamat,aplikasi error dibuka coba pakai trik mandi bersih lupa pakai baju silakan diakses selamat
Pengguna Google,5,1,aplikasinya sangat membantu tanpa perlu kekantor kita dapat memindahkan faskes melalui smartphone dan yang beragam mempermudah kita untuk screening kesehatan setiap tahunnya screening covid ubah domisili dan melihat riwayat pelayanan kesehatan dan masih banyak lagi menarik lainnya terimakasih mobile jkn,aplikasinya membantu kekantor memindahkan faskes smartphone beragam mempermudah screening kesehatan tahunnya screening covid ubah domisili riwayat pelayanan kesehatan menarik mobile jkn
Pengguna Google,5,1,sangat membantu sekali jadi tidak repot harus ke kantor bpjs,membantu repot kantor bpjs
Pengguna Google,5,1,pelayanan sangat baik stap rs permata bunda semua pada baik dan the best,pelayanan stap rs permata bunda best
Pengguna Google,5,1,cukup membantu kami dalam informasih mengenai jaminan kesehatan,membantu informasih jaminan kesehatan
Pengguna Google,5,1,aplikasi sangat membantu untuk perpindahan faskes makin bagus apk,aplikasi membantu perpindahan faskes bagus apk
Pengguna Google,5,1,sangat membantu dan mudah dkigunakan,membantu mudah dkigunakan
Pengguna Google,5,1,sangat mempermudah dan membantu penggunaannya,mempermudah membantu penggunaannya
Pengguna Google,5,1,alhamdulillah dengan adanya jkn memudahkan dalam pengurusan bpjs kesehatan,alhamdulillah jkn memudahkan pengurusan bpjs kesehatan
Pengguna Google,5,1,sangat membantu memberi kemudahan dalam akses paskes,membantu kemudahan akses paskes
Pengguna Google,5,1,tolong hp saya curi akun bpjs nyangkut hp yang curi setelahsaya beli hp baru saya download ulang malah meminta pasword enggak bisa masuk setelah saya klik lupa pasword dapat otp tapi tulisannya dalam proses sudah minggu masih tetap begini,hp curi akun bpjs nyangkut hp curi setelahsaya beli hp download ulang pasword masuk klik lupa pasword otp tulisannya proses minggu
Pengguna Google,5,1,dengan ada nya mobile jkn jadi lebih mudah mengakses,mobile jkn mudah mengakses
Pengguna Google,5,1,mempermudah sgala urusan tapi sulit,mempermudah sgala urusan sulit
Pengguna Google,5,1,terimakasih dengan adanya mobile jkn ini saya bisa mengakses semua layanan kesehatan,mobile jkn mengakses layanan kesehatan
Pengguna Google,5,1,untuk saat ini simpel lewat aplikasi jkn,simpel aplikasi jkn
Pengguna Google,5,1,sangat membantu dengan adanya aplikasi ini jadi usah ke kantor dan tanpa antri pengin pindah faskes tinggal beberapa langkah dan sangat cepat,membantu aplikasi kantor antri pengin pindah faskes tinggal langkah cepat
Pengguna Google,5,1,aplikasinya sangat membantu untuk perubahan data pun kita bisa langsung update di aplikasi ini moga ke depannya aplikasinya menambah yang lebih inovatif agar memudahkan masyarakat untuk berobat,aplikasinya membantu perubahan data langsung update aplikasi moga depannya aplikasinya menambah inovatif memudahkan masyarakat berobat
Pengguna Google,5,1,bermanfaat sekali dan mudah aplikasinya,bermanfaat mudah aplikasinya
Pengguna Google,5,1,lemot nih sekarang mau lihat byr premi susah banget,lemot lihat byr premi susah
Pengguna Google,5,1,aplikasi responsif sangat meyakinkan appreciate,aplikasi responsif appreciate
Pengguna Google,5,1,mantap aplikasinya mudah dipahami maju terus bpjs,mantap aplikasinya mudah dipahami maju bpjs
Pengguna Google,5,1,membantu orang tua saya lagi sakit dalam urusan ambil nomor antrian berobat jalan,membantu orang tua sakit urusan ambil nomor antrian berobat jalan
Pengguna Google,5,1,sangat membantu untuk perubahan faskes dan apabila ada keluhan terhadap pelayanan klinik rumah sakit langsung di proses dengan cepat,membantu perubahan faskes keluhan pelayanan klinik rumah sakit langsung proses cepat
Pengguna Google,5,1,bpjs suka eror tolong perbaiki,bpjs suka eror perbaiki
Pengguna Google,5,1,semoga dengan adanya mobile jkn bisa lebih mempermudah akses untuk kepentingan masyarakat,semoga mobile jkn mempermudah akses kepentingan masyarakat
Pengguna Google,5,1,ruwet banget semoga kedepannya lebih baik,ruwet semoga kedepannya
Pengguna Google,5,1,bagus sangat mempermudah trimakasih,bagus mempermudah trimakasih
Pengguna Google,5,1,luar biasa aplikasi ini segalanya lebih muda karena adanya aplikasi ini,aplikasi muda aplikasi
Pengguna Google,5,1,aplikasi jkn mobile sangat membantu dalam perubahan data dalam pindah faskes dan pindah kelas dengan kis digital semua tertolong,aplikasi jkn mobile membantu perubahan data pindah faskes pindah kelas kis digital tertolong
Pengguna Google,5,1,trimakasih melalui apk jkn mobile ini pelayanan informasi mengenai bpjs lebih mudah,trimakasih apk jkn mobile pelayanan informasi bpjs mudah
Pengguna Google,5,1,aplikasi jkn sangat membatu sekali mantap,aplikasi jkn membatu mantap
Pengguna Google,5,1,membantu sekali dalam pelayanan dan tidak ribet,membantu pelayanan ribet
Pengguna Google,5,1,aplikasi yang bagus perubahan data bisa langsung cpat online,aplikasi bagus perubahan data langsung cpat online
Pengguna Google,5,1,aplikasi berfungsi dengan baik dan mudah digunakan,aplikasi berfungsi mudah
Pengguna Google,5,1,bagus apdate nya bisa cepat,bagus apdate cepat
Pengguna Google,5,1,sangat mmbntu terima kash di upgrade ber enggak bisa masuk harus isi data sudah upgrade enggak usah harus isi data lagi dong,mmbntu kash upgrade ber masuk isi data upgrade isi data
Pengguna Google,5,1,sangat membantu untuk pengecekan iuran,membantu pengecekan iuran
Pengguna Google,5,1,bagus bisa untuk digunakan berobat di faskes dan rumah sakit rujukan,bagus berobat faskes rumah sakit rujukan
Pengguna Google,5,1,aplikasinya membantu masyarakat khususnya saya karyawan swasta yang jarang di rumah,aplikasinya membantu masyarakat karyawan swasta jarang rumah
Pengguna Google,5,1,alhamdulillah sangat membantu dan mempermudah proses pelayanan kesehatan keluarga saya,alhamdulillah membantu mempermudah proses pelayanan kesehatan keluarga
Pengguna Google,5,1,nyaman mudah dan praktis,nyaman mudah praktis
Pengguna Google,5,1,sangat membantu dan mudah di gunakan sukses all,membantu mudah sukses
Pengguna Google,5,1,saya puas dengan pelayanan mobile jkn mau urusan apa saja lebih cepat dan gampang,puas pelayanan mobile jkn urusan cepat gampang
Pengguna Google,5,1,aplikasi nya bagus mudah,aplikasi bagus mudah
Pengguna Google,5,1,good aplication sangat menbantu sekali,good aplication menbantu
Pengguna Google,5,1,aplikasi yang sangat mempermudah pengguna simple mudah pahami,aplikasi mempermudah pengguna simple mudah pahami
Pengguna Google,5,1,pelayanan melalui online praktis bagus dan cepatt,pelayanan online praktis bagus cepatt
Sobirin Soya,5,1,semoga bisa membantu saya dan keluarga kecil saya,semoga membantu keluarga
Pengguna Google,5,1,bagus appnya semua bisa melalui app enggak perlu,bagus appnya app
Pengguna Google,5,1,sangat perlu mengantri untuk mengganti klinik atau alamat,mengantri mengganti klinik alamat
Pengguna Google,5,1,aplikasi sangat mendukung kesehatan,aplikasi mendukung kesehatan
Pengguna Google,5,1,saat daftar nik ada yang tidak diterima dengan keterangan belum terupdate,daftar nik diterima keterangan terupdate
Pengguna Google,5,1,alhamdulillah bermanfaat bagi saya dan keluarga,alhamdulillah bermanfaat keluarga
Pengguna Google,5,1,terimakasih bpjs terus perbaiki kekurangannya untuk menjadi indonesia sehat dengan gotong royong semua tertolong,bpjs perbaiki kekurangannya indonesia sehat gotong royong tertolong
Pengguna Google,5,1,pelayanan nya bagus untuk saat sudah memberikan yang terbaik,pelayanan bagus terbaik
Pengguna Google,5,1,sekarang edit kelas bisa lewat aplikasi,edit kelas aplikasi
Pengguna Google,5,1,sedang ada gangguan apa ya aplikasi nya enggak bisa di buka,gangguan aplikasi buka
irman jhe,5,1,ceper juga proses perubahan paskes,ceper proses perubahan paskes
Pengguna Google,5,1,apklikasi cepat mudah dipahami dipertahankan dan tingkatkan,apklikasi cepat mudah dipahami dipertahankan tingkatkan
Pengguna Google,5,1,cukup online tidak perlu kekantor bpjs,online kekantor bpjs
Pengguna Google,5,1,fitur chat konsultasi dengan dokternya kok belum bisa masak kalah dengan aplikasi swasta,fitur chat konsultasi dokternya masak kalah aplikasi swasta
Pengguna Google,5,1,memudahkan pengguna bpjs untuk urus ini itu enggak perlu jauh jauh ke kantor bpjs,memudahkan pengguna bpjs urus kantor bpjs
Pengguna Google,5,1,bagus tapi perlu perbaikan dikit,bagus perbaikan dikit
Pengguna Google,5,1,cepat dan mudah the best,cepat mudah best
Pengguna Google,5,1,saya rasa saya sangat terbantu dengan aplikasi ini saya senang sekali menggunakannya bisa update data peserta tanpa ke kantor bisa melihat rujukan yang dibikin faskes ke berjenjang kalau saya bersyukur ada kemudahan aplikasi,terbantu aplikasi senang menggunakannya update data peserta kantor rujukan dibikin faskes berjenjang bersyukur kemudahan aplikasi
Pengguna Google,5,1,mudah dan aman sangat membatu sekali,mudah aman membatu
Pengguna Google,5,1,data yang ditampilkan sangat lengkap dan sangat membantu,data ditampilkan lengkap membantu
Pengguna Google,5,1,penggunaan mudah dan fitur semakin lengkap insya allah,penggunaan mudah fitur lengkap insya allah
Pengguna Google,5,1,pelayanan mobil jkn sangat baik,pelayanan mobil jkn
Pengguna Google,5,1,gampang dicerna dan dilaksanakan,gampang dicerna dilaksanakan
Pengguna Google,5,1,setelah update tidak bisa dipakai selalu error,update dipakai error
Pengguna Google,5,1,aplikasi jkn sangat membantu sekali teimakasih bpjs kesehatan,aplikasi jkn membantu teimakasih bpjs kesehatan
Pengguna Google,5,1,sangat membantu di era digital tidak ribet,membantu era digital ribet
Pengguna Google,5,1,pelayanan rs santamaria sagat bagus terutama perawat lantai,pelayanan rs santamaria sagat bagus perawat lantai
Yani Mulyani,5,1,mambantu dalam pelayanan bpjs,mambantu pelayanan bpjs
Pengguna Google,5,1,lebih mudah lebih cepat semoga lancar tak ada kendala dalam system nya penanganan simple,mudah cepat semoga lancar kendala system penanganan simple
Pengguna Google,5,1,sangat mempermudah dalam mengakses kesehatan,mempermudah mengakses kesehatan
Pengguna Google,5,1,lumayan deh biarpun lemot kadang,lumayan biarpun lemot kadang
Pengguna Google,5,1,bagus cepat muter kasih bintang,bagus cepat muter bintang
Pengguna Google,5,1,tidak bisa digunakan saya lupa password mau reset password tapi tidak bisa katanya email tidak sesuai referensi sistem sudah jelas saya pakai email tersebut bahkan masih tersimpan email dari bpjs saat pendaftaran sama sekali tidak berkualitas,lupa password reset password email sesuai referensi sistem pakai email tersimpan email bpjs pendaftaran berkualitas
Pengguna Google,5,1,untuk perubahan nama bayi cepat sekali ok,perubahan nama bayi cepat ok
Pengguna Google,5,1,aplikasi nya sangat mantap dan mempermudah pengguna juga,aplikasi mantap mempermudah pengguna
Pengguna Google,5,1,aplikasi mudah di gunakan tingkatkan lagi aplikasi,aplikasi mudah tingkatkan aplikasi
Pengguna Google,5,1,mudah untuk pindah faskes sesuai domisili tempat tinggal,mudah pindah faskes sesuai domisili tinggal
Pengguna Google,5,1,melayani dengan penuh keikhlasan terus menjadi yang terbaik jayalah selalu untuk negeri bpjs terbaik,melayani penuh keikhlasan terbaik jayalah negeri bpjs terbaik
Pengguna Google,5,1,membantu dalam memperoleh pelayanan kesehatan,membantu memperoleh pelayanan kesehatan
Pengguna Google,5,1,up date mobile jkn wajib dilakukan untuk pelayanan yang lebih prima,date mobile jkn wajib pelayanan prima
Pengguna Google,5,1,mobile jkn sangat membantu karena memudahkan jkn,mobile jkn membantu memudahkan jkn
Pengguna Google,5,1,sangat baik proses cepat salam sehat dan sukses selalu,proses cepat salam sehat sukses
Pengguna Google,5,1,terimakasih mobile jkn aplikasi sangat cepat dan mempermudah dalam kesehatan,mobile jkn aplikasi cepat mempermudah kesehatan
Pengguna Google,5,1,bisa ganti data bayi peserta secara online sangat membantu bagi peserta yang tidak memiliki banyak waktu untuk antre di kantor bpjs,ganti data bayi peserta online membantu peserta memiliki antre kantor bpjs
Pengguna Google,5,1,mantap mempermudah sangatt,mantap mempermudah sangatt
Pengguna Google,5,1,alhamdulillah aplikasi mobile jkn mudah di gunakan,alhamdulillah aplikasi mobile jkn mudah
Pengguna Google,5,1,terimakasih atas pertolongan nya gusti memberkati,pertolongan gusti memberkati
Pengguna Google,5,1,sangat membantu masyarakat terima kasih atas layanan bapak dan ibu,membantu masyarakat layanan
Pengguna Google,5,1,jika ada aplikasi terkunci itu di uninstall dulu jkn nya baru setelah itu di install ulang,aplikasi terkunci uninstall jkn install ulang
Pengguna Google,5,1,tetap konsisten buat melayani masarakat indonesia,konsisten melayani masarakat indonesia
Pengguna Google,5,1,aplikasi yang sangat membantu dan mempermudah,aplikasi membantu mempermudah
Pengguna Google,5,1,alhamdulillah saya sangat terbantu dengan ikut jadi peserta bpjs kesehatan ini saat saya dioperasi karena ada benjolan kista sehingga masalah biaya operasi dll sudah ditanggung oleh bpjs kesehatan terimakasih bpjs kesehatan,alhamdulillah terbantu peserta bpjs kesehatan dioperasi benjolan kista biaya operasi ditanggung bpjs kesehatan bpjs kesehatan
Pengguna Google,5,1,dengan pelayan mobile jkn saya lebih mudah mendapatkan pelayanan,pelayan mobile jkn mudah pelayanan
Pengguna Google,5,1,alhamdulillah dengan adanya jkn mobile dapat mempermudah peserta dalam meningkatkan tatap hidup sehat semoga jkn mobile dapat ditingkatkan thank,alhamdulillah jkn mobile mempermudah peserta meningkatkan tatap hidup sehat semoga jkn mobile ditingkatkan thank
Pengguna Google,5,1,mudah di fahami mudah lakukan perubahan data mudah di bawa kemana saja kalo ada fitur walet nya mungkin akan lebih baik,mudah fahami mudah lakukan perubahan data mudah bawa kemana fitur walet
Pengguna Google,5,1,membantu saya saat butuh informasi,membantu butuh informasi
Pengguna Google,5,1,lebih mudah dan cepat good,mudah cepat good
Pengguna Google,5,1,sengaja aku kasih bintang agar di baca aku download apk ini mau daftar tapi tiap kali masuk ke apk ini langsung keluar dengan sendirinya mohon apk ini untuk di perbaiki,sengaja bintang baca download apk daftar masuk apk langsung mohon apk perbaiki
Pengguna Google,5,1,meski sistem rusak setiap mau discan barcode nya tapi dokter mau menerima aku berobat terima kasih jaminan kesehatan nasional,sistem rusak discan barcode dokter menerima berobat jaminan kesehatan nasional
Pengguna Google,5,1,puas dengan layanan jkn mobile,puas layanan jkn mobile
Pengguna Google,5,1,alhamdulillah sangat membantu terimakasih sudah memberikan kami kemudahan,alhamdulillah membantu kemudahan
Pengguna Google,5,1,semoga pelayanan bpjs semakin bagus,semoga pelayanan bpjs bagus
Pengguna Google,5,1,saya mau tanya dong setiap daftar yang istri knapa muncul nya nama orang terus sedang kan saya sudah tanya ke capil nik nya sudah benar,daftar istri knapa muncul nama orang capil nik
Pengguna Google,5,1,tingkatkan lagi pelayanan mudahnya,tingkatkan pelayanan mudahnya
Pengguna Google,5,1,alhamdulillah terbantu aplikasi mudah mantaapp,alhamdulillah terbantu aplikasi mudah mantaapp
Pengguna Google,5,1,ok mudah mudahan lebih mudah lagi,ok mudah mudahan mudah
Pengguna Google,5,1,aplikasi apaan ini setelah di update malah enggak bisa di buka nub,aplikasi update buka nub
Pengguna Google,5,1,aplnya bagus memudahkan dalam merubah data,aplnya bagus memudahkan merubah data
Pengguna Google,5,1,pelayanan bpjs mandiri sangat membantu saya,pelayanan bpjs mandiri membantu
Pengguna Google,5,1,alhamdulillah bisa ganti faskes trimakasih sebelumnya,alhamdulillah ganti faskes trimakasih
Pengguna Google,5,1,ribet benar mau daftar segala kalo belum siap jangan keluarkan yang sebenarnya gampang malah ini seharusnya untuk mau login saja susah banget,ribet daftar keluarkan gampang login susah
Pengguna Google,5,1,terimakasi sudah dapat mengakses dengan mudah,terimakasi mengakses mudah
Pengguna Google,5,1,gampang dan mudah dimengerti,gampang mudah dimengerti
Pengguna Google,5,1,terimakasih bpjs aplikasi sangat membantu,bpjs aplikasi membantu
Pengguna Google,5,1,sangat mudah dan sangat bermanfaat melalui aplikasinya,mudah bermanfaat aplikasinya
Pengguna Google,5,1,selama ini sangat membantu kami dan kedepannya lebih dipermudah lagi dalam pengurusannya ibarat pepatah kalau mudah kenapa harus dipersulit,membantu kedepannya dipermudah pengurusannya pepatah mudah dipersulit
Pengguna Google,5,1,sangat membantu bagi masyarakat yang banyak pekerjaan,membantu masyarakat pekerjaan
Pengguna Google,5,1,mudah untuk pengecekan sudah penuhi tagihan apa belum,mudah pengecekan penuhi tagihan
Pengguna Google,5,1,adanya mobile jalan memudahkan masyarakat untuk mendapatkan informasih kesehatan,mobile jalan memudahkan masyarakat informasih kesehatan
Pengguna Google,5,1,aplikasi yang sangat membantu untuk pindah faskes daftar ke dokter keluarga maupun fkrtl terima kasih jkn sangat terbantu dengan adanya jkn,aplikasi membantu pindah faskes daftar dokter keluarga fkrtl jkn terbantu jkn
Pengguna Google,5,1,dengan adanya mobile jkn mengakses fasilitas kesehatan jadi lebih mudah,mobile jkn mengakses fasilitas kesehatan mudah
